2025-11-26 22:28:35 - step,loss,accuracy
2025-11-26 22:29:42 - 333,1.964844,0.218750
2025-11-26 22:29:42 - 334,2.109375,0.125000
2025-11-26 22:29:42 - 335,1.967163,0.406250
2025-11-26 22:29:42 - 336,1.952637,0.312500
2025-11-26 22:29:42 - 337,2.009277,0.437500
2025-11-26 22:29:42 - 338,2.090576,0.187500
2025-11-26 22:29:42 - 339,1.965576,0.312500
2025-11-26 22:29:42 - 340,1.973389,0.312500
2025-11-26 22:29:42 - 341,1.970947,0.437500
2025-11-26 22:29:42 - 342,2.084961,0.218750
2025-11-26 22:29:42 - 343,1.825806,0.343750
2025-11-26 22:29:42 - 344,2.048096,0.312500
2025-11-26 22:29:42 - 345,2.066406,0.250000
2025-11-26 22:29:42 - 346,1.907227,0.312500
2025-11-26 22:29:42 - 347,2.063965,0.250000
2025-11-26 22:29:42 - 348,1.954590,0.250000
2025-11-26 22:29:42 - 349,1.771484,0.375000
2025-11-26 22:29:42 - 350,2.052979,0.250000
2025-11-26 22:29:42 - 351,2.190186,0.343750
2025-11-26 22:29:42 - 352,1.958862,0.343750
2025-11-26 22:29:42 - 353,2.094360,0.218750
2025-11-26 22:29:42 - 354,1.938843,0.406250
2025-11-26 22:29:42 - 355,1.930542,0.312500
2025-11-26 22:29:42 - 356,2.054932,0.218750
2025-11-26 22:29:42 - 357,1.688599,0.500000
2025-11-26 22:29:42 - 358,2.044189,0.250000
2025-11-26 22:29:42 - 359,1.875244,0.312500
2025-11-26 22:29:42 - 360,1.822510,0.343750
2025-11-26 22:29:42 - 361,1.966553,0.281250
2025-11-26 22:29:42 - 362,1.786377,0.437500
2025-11-26 22:29:42 - 363,2.148193,0.218750
2025-11-26 22:29:42 - 364,2.104980,0.250000
2025-11-26 22:29:42 - 365,1.774902,0.375000
2025-11-26 22:29:42 - 366,1.877075,0.437500
2025-11-26 22:29:42 - 367,1.853027,0.250000
2025-11-26 22:29:42 - 368,1.889893,0.437500
2025-11-26 22:29:42 - 369,1.808350,0.343750
2025-11-26 22:29:42 - 370,2.211914,0.125000
2025-11-26 22:29:42 - 371,2.191650,0.218750
2025-11-26 22:29:42 - 372,1.848389,0.343750
2025-11-26 22:29:42 - 373,1.950562,0.343750
2025-11-26 22:29:42 - 374,1.948242,0.281250
2025-11-26 22:29:42 - 375,1.971924,0.218750
2025-11-26 22:29:42 - 376,1.948486,0.343750
2025-11-26 22:29:42 - 377,1.779297,0.468750
2025-11-26 22:29:42 - 378,1.867676,0.343750
2025-11-26 22:29:42 - 379,1.981567,0.343750
2025-11-26 22:29:42 - 380,1.760132,0.375000
2025-11-26 22:29:42 - 381,2.137451,0.218750
2025-11-26 22:29:42 - 382,1.824463,0.375000
2025-11-26 22:29:42 - 383,1.719971,0.500000
2025-11-26 22:29:42 - 384,1.776367,0.343750
2025-11-26 22:29:42 - 385,2.034058,0.281250
2025-11-26 22:29:42 - 386,1.707642,0.468750
2025-11-26 22:29:42 - 387,1.802734,0.468750
2025-11-26 22:29:42 - 388,2.127930,0.281250
2025-11-26 22:29:42 - 389,1.877319,0.250000
2025-11-26 22:29:42 - 390,2.053955,0.281250
2025-11-26 22:29:42 - 391,1.951416,0.375000
2025-11-26 22:29:42 - 392,1.907471,0.281250
2025-11-26 22:29:42 - 393,2.015991,0.250000
2025-11-26 22:29:42 - 394,1.925171,0.250000
2025-11-26 22:29:42 - 395,1.884766,0.406250
2025-11-26 22:29:42 - 396,1.799438,0.406250
2025-11-26 22:29:42 - 397,1.876465,0.343750
2025-11-26 22:29:42 - 398,1.903076,0.343750
2025-11-26 22:29:42 - 399,1.786377,0.406250
2025-11-26 22:29:42 - 400,1.835205,0.437500
2025-11-26 22:29:43 - 401,1.823853,0.312500
2025-11-26 22:29:43 - 402,1.820801,0.468750
2025-11-26 22:29:43 - 403,1.804077,0.343750
2025-11-26 22:29:43 - 404,2.028564,0.281250
2025-11-26 22:29:43 - 405,1.696899,0.500000
2025-11-26 22:29:43 - 406,1.972778,0.250000
2025-11-26 22:29:43 - 407,1.772461,0.468750
2025-11-26 22:29:43 - 408,1.954102,0.312500
2025-11-26 22:29:43 - 409,1.887695,0.312500
2025-11-26 22:29:43 - 410,1.913086,0.312500
2025-11-26 22:29:43 - 411,1.950806,0.281250
2025-11-26 22:29:43 - 412,1.716309,0.437500
2025-11-26 22:29:43 - 413,1.956665,0.281250
2025-11-26 22:29:43 - 414,1.744873,0.468750
2025-11-26 22:29:43 - 415,2.093262,0.343750
2025-11-26 22:29:43 - 416,1.789551,0.437500
2025-11-26 22:29:43 - 417,1.788818,0.406250
2025-11-26 22:29:43 - 418,1.794189,0.312500
2025-11-26 22:29:43 - 419,1.947021,0.343750
2025-11-26 22:29:43 - 420,1.731323,0.406250
2025-11-26 22:29:43 - 421,1.758057,0.531250
2025-11-26 22:29:43 - 422,1.827393,0.312500
2025-11-26 22:29:43 - 423,1.862305,0.375000
2025-11-26 22:29:43 - 424,1.834351,0.343750
2025-11-26 22:29:43 - 425,1.889038,0.375000
2025-11-26 22:29:43 - 426,1.742188,0.375000
2025-11-26 22:29:43 - 427,1.862061,0.312500
2025-11-26 22:29:43 - 428,1.843262,0.406250
2025-11-26 22:29:43 - 429,1.868408,0.500000
2025-11-26 22:29:43 - 430,1.795288,0.343750
2025-11-26 22:29:43 - 431,1.887939,0.312500
2025-11-26 22:29:43 - 432,1.742188,0.468750
2025-11-26 22:29:43 - 433,1.864990,0.375000
2025-11-26 22:29:43 - 434,1.865479,0.281250
2025-11-26 22:29:43 - 435,1.746338,0.406250
2025-11-26 22:29:43 - 436,1.772461,0.375000
2025-11-26 22:29:43 - 437,1.758667,0.406250
2025-11-26 22:29:43 - 438,1.675659,0.500000
2025-11-26 22:29:43 - 439,1.933838,0.218750
2025-11-26 22:29:43 - 440,1.853394,0.406250
2025-11-26 22:29:43 - 441,2.077515,0.312500
2025-11-26 22:29:43 - 442,1.679565,0.406250
2025-11-26 22:29:43 - 443,1.903320,0.406250
2025-11-26 22:29:43 - 444,1.632935,0.437500
2025-11-26 22:29:43 - 445,1.855713,0.218750
2025-11-26 22:29:43 - 446,1.633423,0.437500
2025-11-26 22:29:43 - 447,1.781738,0.343750
2025-11-26 22:29:43 - 448,1.718262,0.437500
2025-11-26 22:29:43 - 449,1.664429,0.468750
2025-11-26 22:29:43 - 450,1.976929,0.375000
2025-11-26 22:29:43 - 451,1.720337,0.406250
2025-11-26 22:29:43 - 452,1.666138,0.437500
2025-11-26 22:29:43 - 453,1.828979,0.500000
2025-11-26 22:29:43 - 454,1.931641,0.343750
2025-11-26 22:29:43 - 455,1.670410,0.343750
2025-11-26 22:29:43 - 456,1.737915,0.437500
2025-11-26 22:29:43 - 457,1.870728,0.281250
2025-11-26 22:29:43 - 458,1.741821,0.375000
2025-11-26 22:29:43 - 459,1.884033,0.437500
2025-11-26 22:29:43 - 460,1.640503,0.312500
2025-11-26 22:29:43 - 461,1.579102,0.531250
2025-11-26 22:29:43 - 462,1.627319,0.406250
2025-11-26 22:29:43 - 463,1.730225,0.468750
2025-11-26 22:29:43 - 464,1.834595,0.312500
2025-11-26 22:29:43 - 465,1.683594,0.406250
2025-11-26 22:29:43 - 466,1.657593,0.437500
2025-11-26 22:29:43 - 467,1.779907,0.500000
2025-11-26 22:29:43 - 468,1.985352,0.281250
2025-11-26 22:29:43 - 469,1.795654,0.375000
2025-11-26 22:29:43 - 470,1.819458,0.343750
2025-11-26 22:29:43 - 471,1.929565,0.343750
2025-11-26 22:29:43 - 472,1.742188,0.468750
2025-11-26 22:29:43 - 473,1.845215,0.312500
2025-11-26 22:29:43 - 474,1.788208,0.406250
2025-11-26 22:29:43 - 475,1.577148,0.500000
2025-11-26 22:29:43 - 476,1.552734,0.437500
2025-11-26 22:29:43 - 477,1.761963,0.406250
2025-11-26 22:29:43 - 478,1.901978,0.312500
2025-11-26 22:29:43 - 479,1.498413,0.468750
2025-11-26 22:29:43 - 480,1.737671,0.375000
2025-11-26 22:29:43 - 481,1.781128,0.375000
2025-11-26 22:29:43 - 482,1.568848,0.562500
2025-11-26 22:29:43 - 483,1.649780,0.500000
2025-11-26 22:29:43 - 484,1.826172,0.406250
2025-11-26 22:29:43 - 485,1.583618,0.500000
2025-11-26 22:29:43 - 486,1.884155,0.312500
2025-11-26 22:29:43 - 487,1.738159,0.406250
2025-11-26 22:29:43 - 488,1.625244,0.375000
2025-11-26 22:29:43 - 489,1.603271,0.468750
2025-11-26 22:29:43 - 490,1.842041,0.312500
2025-11-26 22:29:43 - 491,1.588013,0.531250
2025-11-26 22:29:43 - 492,1.574707,0.437500
2025-11-26 22:29:43 - 493,1.562134,0.500000
2025-11-26 22:29:43 - 494,1.571045,0.468750
2025-11-26 22:29:43 - 495,1.855957,0.437500
2025-11-26 22:29:43 - 496,1.842651,0.406250
2025-11-26 22:29:43 - 497,1.676392,0.437500
2025-11-26 22:29:43 - 498,1.863647,0.218750
2025-11-26 22:29:43 - 499,1.533325,0.562500
2025-11-26 22:29:43 - 500,1.831787,0.468750
2025-11-26 22:31:30 - step,loss,accuracy
2025-11-26 22:31:39 - step,loss,accuracy
2025-11-26 22:32:08 - step,loss,accuracy
2025-11-27 10:47:23 - step,loss,accuracy
2025-11-27 10:47:48 - step,loss,accuracy
2025-11-27 10:47:57 - 1,6.814453,0.000000
2025-11-27 10:47:57 - 2,7.149414,0.000000
2025-11-27 10:47:57 - 3,7.190430,0.000000
2025-11-27 10:47:57 - 4,6.879883,0.000000
2025-11-27 10:47:57 - 5,6.966797,0.000000
2025-11-27 10:47:57 - 6,7.076172,0.000000
2025-11-27 10:47:57 - 7,7.211914,0.000000
2025-11-27 10:47:57 - 8,7.080078,0.000000
2025-11-27 10:47:57 - 9,7.263672,0.000000
2025-11-27 10:47:57 - 10,7.333008,0.000000
2025-11-27 10:47:57 - 11,6.995117,0.000000
2025-11-27 10:47:57 - 12,7.219727,0.000000
2025-11-27 10:47:57 - 13,7.058594,0.000000
2025-11-27 10:47:57 - 14,7.006836,0.000000
2025-11-27 10:47:57 - 15,7.048828,0.000000
2025-11-27 10:47:57 - 16,7.206055,0.000000
2025-11-27 10:47:57 - 17,7.081055,0.000000
2025-11-27 10:47:57 - 18,7.047852,0.000000
2025-11-27 10:47:57 - 19,7.064453,0.000000
2025-11-27 10:47:57 - 20,7.179688,0.000000
2025-11-27 10:47:57 - 21,7.078125,0.000000
2025-11-27 10:47:57 - 22,7.120117,0.000000
2025-11-27 10:47:57 - 23,7.032227,0.000000
2025-11-27 10:47:57 - 24,7.130859,0.000000
2025-11-27 10:47:57 - 25,7.006836,0.000000
2025-11-27 10:47:57 - 26,7.160156,0.000000
2025-11-27 10:47:57 - 27,7.126953,0.000000
2025-11-27 10:47:57 - 28,7.119141,0.000000
2025-11-27 10:47:57 - 29,7.029297,0.000000
2025-11-27 10:47:57 - 30,6.968750,0.000000
2025-11-27 10:47:57 - 31,7.073242,0.000000
2025-11-27 10:47:57 - 32,7.358398,0.000000
2025-11-27 10:47:57 - 33,7.184570,0.000000
2025-11-27 10:47:57 - 34,6.956055,0.000000
2025-11-27 10:47:57 - 35,7.091797,0.000000
2025-11-27 10:47:57 - 36,7.009766,0.000000
2025-11-27 10:47:57 - 37,6.859375,0.000000
2025-11-27 10:47:57 - 38,6.981445,0.000000
2025-11-27 10:47:57 - 39,7.134766,0.000000
2025-11-27 10:47:57 - 40,6.916016,0.000000
2025-11-27 10:47:57 - 41,7.014648,0.000000
2025-11-27 10:47:57 - 42,6.939453,0.000000
2025-11-27 10:47:57 - 43,7.060547,0.000000
2025-11-27 10:47:57 - 44,7.065430,0.000000
2025-11-27 10:47:57 - 45,7.096680,0.000000
2025-11-27 10:47:57 - 46,6.891602,0.000000
2025-11-27 10:47:57 - 47,7.055664,0.000000
2025-11-27 10:47:57 - 48,6.918945,0.000000
2025-11-27 10:47:57 - 49,7.162109,0.031250
2025-11-27 10:47:57 - 50,7.072266,0.000000
2025-11-27 10:47:57 - 51,7.030273,0.000000
2025-11-27 10:47:57 - 52,7.126953,0.000000
2025-11-27 10:47:57 - 53,7.072266,0.000000
2025-11-27 10:47:57 - 54,6.959961,0.000000
2025-11-27 10:47:57 - 55,6.896484,0.000000
2025-11-27 10:47:57 - 56,7.149414,0.000000
2025-11-27 10:47:57 - 57,6.917969,0.000000
2025-11-27 10:47:57 - 58,6.992188,0.000000
2025-11-27 10:47:57 - 59,6.900391,0.000000
2025-11-27 10:47:57 - 60,6.899414,0.000000
2025-11-27 10:47:57 - 61,6.945312,0.000000
2025-11-27 10:47:57 - 62,6.957031,0.000000
2025-11-27 10:47:57 - 63,6.989258,0.000000
2025-11-27 10:47:57 - 64,6.952148,0.000000
2025-11-27 10:47:57 - 65,6.875000,0.000000
2025-11-27 10:47:57 - 66,6.880859,0.000000
2025-11-27 10:47:57 - 67,7.006836,0.000000
2025-11-27 10:47:57 - 68,6.862305,0.000000
2025-11-27 10:47:57 - 69,6.937500,0.000000
2025-11-27 10:47:57 - 70,7.114258,0.000000
2025-11-27 10:47:57 - 71,6.914062,0.000000
2025-11-27 10:47:57 - 72,6.853516,0.000000
2025-11-27 10:47:57 - 73,6.911133,0.000000
2025-11-27 10:47:57 - 74,6.798828,0.000000
2025-11-27 10:47:57 - 75,6.936523,0.000000
2025-11-27 10:47:57 - 76,6.851562,0.000000
2025-11-27 10:47:57 - 77,6.979492,0.000000
2025-11-27 10:47:57 - 78,6.946289,0.000000
2025-11-27 10:47:57 - 79,7.083008,0.000000
2025-11-27 10:47:57 - 80,6.828125,0.000000
2025-11-27 10:47:57 - 81,6.951172,0.000000
2025-11-27 10:47:57 - 82,6.834961,0.000000
2025-11-27 10:47:57 - 83,6.795898,0.000000
2025-11-27 10:47:57 - 84,6.756836,0.031250
2025-11-27 10:47:57 - 85,6.995117,0.000000
2025-11-27 10:47:57 - 86,6.872070,0.000000
2025-11-27 10:47:57 - 87,6.871094,0.000000
2025-11-27 10:47:57 - 88,6.865234,0.000000
2025-11-27 10:47:57 - 89,6.983398,0.000000
2025-11-27 10:47:57 - 90,6.765625,0.000000
2025-11-27 10:47:57 - 91,6.824219,0.000000
2025-11-27 10:47:57 - 92,6.852539,0.031250
2025-11-27 10:47:57 - 93,6.789062,0.000000
2025-11-27 10:47:57 - 94,6.868164,0.031250
2025-11-27 10:47:57 - 95,6.683594,0.000000
2025-11-27 10:47:57 - 96,6.903320,0.000000
2025-11-27 10:47:57 - 97,6.844727,0.000000
2025-11-27 10:47:57 - 98,6.945312,0.000000
2025-11-27 10:47:57 - 99,6.908203,0.000000
2025-11-27 10:47:57 - 100,6.587891,0.031250
2025-11-27 10:48:04 - 101,6.797852,0.000000
2025-11-27 10:48:04 - 102,6.625000,0.000000
2025-11-27 10:48:04 - 103,6.745117,0.031250
2025-11-27 10:48:04 - 104,6.700195,0.000000
2025-11-27 10:48:04 - 105,6.977539,0.000000
2025-11-27 10:48:04 - 106,6.809570,0.000000
2025-11-27 10:48:04 - 107,6.670898,0.000000
2025-11-27 10:48:04 - 108,6.838867,0.000000
2025-11-27 10:48:04 - 109,6.783203,0.000000
2025-11-27 10:48:04 - 110,6.799805,0.031250
2025-11-27 10:48:04 - 111,6.734375,0.031250
2025-11-27 10:48:04 - 112,6.782227,0.000000
2025-11-27 10:48:04 - 113,6.730469,0.000000
2025-11-27 10:48:04 - 114,6.865234,0.000000
2025-11-27 10:48:04 - 115,6.648438,0.031250
2025-11-27 10:48:04 - 116,6.711914,0.031250
2025-11-27 10:48:04 - 117,6.628906,0.000000
2025-11-27 10:48:04 - 118,6.675781,0.000000
2025-11-27 10:48:04 - 119,6.646484,0.000000
2025-11-27 10:48:04 - 120,6.742188,0.031250
2025-11-27 10:48:04 - 121,6.766602,0.000000
2025-11-27 10:48:04 - 122,6.574219,0.000000
2025-11-27 10:48:04 - 123,6.790039,0.000000
2025-11-27 10:48:04 - 124,6.512695,0.000000
2025-11-27 10:48:04 - 125,6.639648,0.031250
2025-11-27 10:48:04 - 126,6.451172,0.000000
2025-11-27 10:48:04 - 127,6.686523,0.000000
2025-11-27 10:48:04 - 128,6.721680,0.000000
2025-11-27 10:48:04 - 129,6.608398,0.062500
2025-11-27 10:48:04 - 130,6.916016,0.000000
2025-11-27 10:48:04 - 131,6.797852,0.000000
2025-11-27 10:48:04 - 132,6.604492,0.031250
2025-11-27 10:48:04 - 133,6.586914,0.000000
2025-11-27 10:48:04 - 134,6.541016,0.031250
2025-11-27 10:48:04 - 135,6.625977,0.000000
2025-11-27 10:48:04 - 136,6.704102,0.000000
2025-11-27 10:48:04 - 137,6.452148,0.000000
2025-11-27 10:48:04 - 138,6.639648,0.000000
2025-11-27 10:48:04 - 139,6.526367,0.031250
2025-11-27 10:48:04 - 140,6.596680,0.000000
2025-11-27 10:48:04 - 141,6.516602,0.000000
2025-11-27 10:48:04 - 142,6.621094,0.000000
2025-11-27 10:48:04 - 143,6.601562,0.000000
2025-11-27 10:48:04 - 144,6.379883,0.031250
2025-11-27 10:48:04 - 145,6.731445,0.000000
2025-11-27 10:48:04 - 146,6.493164,0.000000
2025-11-27 10:48:04 - 147,6.401367,0.000000
2025-11-27 10:48:04 - 148,6.472656,0.031250
2025-11-27 10:48:04 - 149,6.643555,0.031250
2025-11-27 10:48:04 - 150,6.604492,0.031250
2025-11-27 10:48:04 - 151,6.421875,0.031250
2025-11-27 10:48:04 - 152,6.466797,0.031250
2025-11-27 10:48:04 - 153,6.435547,0.031250
2025-11-27 10:48:04 - 154,6.328125,0.031250
2025-11-27 10:48:04 - 155,6.623047,0.000000
2025-11-27 10:48:04 - 156,6.517578,0.000000
2025-11-27 10:48:04 - 157,6.482422,0.031250
2025-11-27 10:48:04 - 158,6.611328,0.000000
2025-11-27 10:48:04 - 159,6.387695,0.031250
2025-11-27 10:48:04 - 160,6.552734,0.031250
2025-11-27 10:48:04 - 161,6.459961,0.000000
2025-11-27 10:48:04 - 162,6.537109,0.031250
2025-11-27 10:48:04 - 163,6.417969,0.031250
2025-11-27 10:48:04 - 164,6.373047,0.031250
2025-11-27 10:48:04 - 165,6.283203,0.000000
2025-11-27 10:48:04 - 166,6.556641,0.000000
2025-11-27 10:48:04 - 167,6.224609,0.031250
2025-11-27 10:48:04 - 168,6.408203,0.000000
2025-11-27 10:48:04 - 169,6.338867,0.062500
2025-11-27 10:48:04 - 170,6.556641,0.000000
2025-11-27 10:48:04 - 171,6.282227,0.031250
2025-11-27 10:48:04 - 172,6.250000,0.000000
2025-11-27 10:48:04 - 173,6.559570,0.062500
2025-11-27 10:48:04 - 174,6.485352,0.031250
2025-11-27 10:48:04 - 175,6.361328,0.031250
2025-11-27 10:48:04 - 176,6.319336,0.000000
2025-11-27 10:48:04 - 177,6.301758,0.031250
2025-11-27 10:48:04 - 178,6.258789,0.062500
2025-11-27 10:48:04 - 179,6.424805,0.000000
2025-11-27 10:48:04 - 180,6.290039,0.000000
2025-11-27 10:48:04 - 181,6.196289,0.062500
2025-11-27 10:48:04 - 182,6.240234,0.000000
2025-11-27 10:48:04 - 183,6.189453,0.031250
2025-11-27 10:48:04 - 184,6.366211,0.031250
2025-11-27 10:48:04 - 185,6.364258,0.031250
2025-11-27 10:48:04 - 186,6.271484,0.000000
2025-11-27 10:48:04 - 187,6.379883,0.062500
2025-11-27 10:48:04 - 188,6.370117,0.031250
2025-11-27 10:48:04 - 189,6.136719,0.000000
2025-11-27 10:48:04 - 190,6.348633,0.000000
2025-11-27 10:48:04 - 191,6.244141,0.000000
2025-11-27 10:48:04 - 192,5.958984,0.125000
2025-11-27 10:48:04 - 193,6.072266,0.031250
2025-11-27 10:48:04 - 194,6.270508,0.000000
2025-11-27 10:48:04 - 195,6.317383,0.031250
2025-11-27 10:48:04 - 196,6.379883,0.031250
2025-11-27 10:48:04 - 197,6.131836,0.062500
2025-11-27 10:48:04 - 198,6.165039,0.031250
2025-11-27 10:48:04 - 199,6.264648,0.031250
2025-11-27 10:48:04 - 200,6.287109,0.062500
2025-11-27 10:48:11 - 201,6.119141,0.093750
2025-11-27 10:48:11 - 202,6.147461,0.062500
2025-11-27 10:48:11 - 203,5.982422,0.000000
2025-11-27 10:48:11 - 204,6.125977,0.031250
2025-11-27 10:48:11 - 205,6.248047,0.000000
2025-11-27 10:48:11 - 206,6.177734,0.031250
2025-11-27 10:48:11 - 207,6.276367,0.031250
2025-11-27 10:48:11 - 208,6.207031,0.093750
2025-11-27 10:48:11 - 209,6.026367,0.031250
2025-11-27 10:48:11 - 210,6.046875,0.031250
2025-11-27 10:48:11 - 211,6.057617,0.062500
2025-11-27 10:48:11 - 212,6.010742,0.031250
2025-11-27 10:48:11 - 213,6.008789,0.031250
2025-11-27 10:48:11 - 214,6.040039,0.093750
2025-11-27 10:48:11 - 215,6.292969,0.031250
2025-11-27 10:48:11 - 216,6.006836,0.031250
2025-11-27 10:48:11 - 217,6.087891,0.062500
2025-11-27 10:48:11 - 218,6.048828,0.031250
2025-11-27 10:48:11 - 219,5.974609,0.125000
2025-11-27 10:48:11 - 220,6.044922,0.062500
2025-11-27 10:48:11 - 221,5.918945,0.031250
2025-11-27 10:48:11 - 222,6.171875,0.031250
2025-11-27 10:48:11 - 223,5.936523,0.093750
2025-11-27 10:48:11 - 224,6.005859,0.000000
2025-11-27 10:48:11 - 225,6.096680,0.031250
2025-11-27 10:48:11 - 226,5.785156,0.125000
2025-11-27 10:48:11 - 227,6.039062,0.000000
2025-11-27 10:48:11 - 228,5.969727,0.000000
2025-11-27 10:48:11 - 229,5.873047,0.062500
2025-11-27 10:48:11 - 230,5.937500,0.125000
2025-11-27 10:48:11 - 231,6.191406,0.000000
2025-11-27 10:48:11 - 232,5.961914,0.031250
2025-11-27 10:48:11 - 233,5.757812,0.125000
2025-11-27 10:48:11 - 234,6.068359,0.125000
2025-11-27 10:48:11 - 235,6.109375,0.031250
2025-11-27 10:48:11 - 236,5.748047,0.031250
2025-11-27 10:48:11 - 237,5.680664,0.093750
2025-11-27 10:48:11 - 238,5.949219,0.031250
2025-11-27 10:48:11 - 239,5.706055,0.031250
2025-11-27 10:48:11 - 240,5.702148,0.031250
2025-11-27 10:48:11 - 241,5.848633,0.031250
2025-11-27 10:48:11 - 242,5.710938,0.125000
2025-11-27 10:48:11 - 243,5.706055,0.062500
2025-11-27 10:48:11 - 244,5.822266,0.031250
2025-11-27 10:48:11 - 245,5.872070,0.062500
2025-11-27 10:48:11 - 246,5.918945,0.000000
2025-11-27 10:48:11 - 247,6.001953,0.062500
2025-11-27 10:48:11 - 248,5.730469,0.000000
2025-11-27 10:48:11 - 249,5.713867,0.093750
2025-11-27 10:48:11 - 250,5.690430,0.093750
2025-11-27 10:48:11 - 251,5.727539,0.093750
2025-11-27 10:48:11 - 252,5.763672,0.093750
2025-11-27 10:48:11 - 253,5.762695,0.062500
2025-11-27 10:48:11 - 254,5.756836,0.062500
2025-11-27 10:48:11 - 255,5.839844,0.031250
2025-11-27 10:48:11 - 256,5.689453,0.093750
2025-11-27 10:48:11 - 257,5.604492,0.062500
2025-11-27 10:48:11 - 258,5.603516,0.031250
2025-11-27 10:48:11 - 259,5.813477,0.093750
2025-11-27 10:48:11 - 260,5.551758,0.062500
2025-11-27 10:48:11 - 261,5.729492,0.062500
2025-11-27 10:48:11 - 262,5.614258,0.031250
2025-11-27 10:48:11 - 263,5.501953,0.031250
2025-11-27 10:48:11 - 264,5.501953,0.250000
2025-11-27 10:48:11 - 265,5.656250,0.062500
2025-11-27 10:48:11 - 266,5.593750,0.000000
2025-11-27 10:48:11 - 267,5.642578,0.093750
2025-11-27 10:48:11 - 268,5.609375,0.062500
2025-11-27 10:48:11 - 269,5.667969,0.000000
2025-11-27 10:48:11 - 270,5.657227,0.031250
2025-11-27 10:48:11 - 271,5.583008,0.031250
2025-11-27 10:48:11 - 272,5.419922,0.125000
2025-11-27 10:48:11 - 273,5.494141,0.000000
2025-11-27 10:48:11 - 274,5.436523,0.062500
2025-11-27 10:48:11 - 275,5.583984,0.031250
2025-11-27 10:48:11 - 276,5.371094,0.125000
2025-11-27 10:48:11 - 277,5.666016,0.031250
2025-11-27 10:48:11 - 278,5.641602,0.031250
2025-11-27 10:48:11 - 279,5.665039,0.031250
2025-11-27 10:48:11 - 280,5.328125,0.187500
2025-11-27 10:48:11 - 281,5.260742,0.125000
2025-11-27 10:48:11 - 282,5.403320,0.218750
2025-11-27 10:48:11 - 283,5.618164,0.125000
2025-11-27 10:48:11 - 284,5.424805,0.125000
2025-11-27 10:48:11 - 285,5.347656,0.187500
2025-11-27 10:48:11 - 286,5.661133,0.000000
2025-11-27 10:48:11 - 287,5.511719,0.062500
2025-11-27 10:48:11 - 288,5.437500,0.031250
2025-11-27 10:48:11 - 289,5.248047,0.031250
2025-11-27 10:48:11 - 290,5.295898,0.125000
2025-11-27 10:48:11 - 291,5.379395,0.093750
2025-11-27 10:48:11 - 292,5.398438,0.125000
2025-11-27 10:48:11 - 293,5.315430,0.187500
2025-11-27 10:48:11 - 294,5.372070,0.093750
2025-11-27 10:48:11 - 295,5.190918,0.187500
2025-11-27 10:48:11 - 296,5.288086,0.156250
2025-11-27 10:48:11 - 297,5.334961,0.125000
2025-11-27 10:48:11 - 298,5.151367,0.156250
2025-11-27 10:48:11 - 299,5.414062,0.093750
2025-11-27 10:48:11 - 300,5.289062,0.031250
2025-11-27 10:48:18 - 301,5.255859,0.187500
2025-11-27 10:48:18 - 302,5.406250,0.031250
2025-11-27 10:48:18 - 303,5.234375,0.125000
2025-11-27 10:48:18 - 304,5.113281,0.062500
2025-11-27 10:48:18 - 305,5.083008,0.218750
2025-11-27 10:48:18 - 306,5.287109,0.093750
2025-11-27 10:48:18 - 307,5.059570,0.156250
2025-11-27 10:48:18 - 308,5.223633,0.093750
2025-11-27 10:48:18 - 309,5.296875,0.125000
2025-11-27 10:48:18 - 310,5.169922,0.125000
2025-11-27 10:48:18 - 311,5.071289,0.156250
2025-11-27 10:48:18 - 312,5.173340,0.093750
2025-11-27 10:48:18 - 313,5.153320,0.093750
2025-11-27 10:48:18 - 314,4.951660,0.156250
2025-11-27 10:48:18 - 315,4.979004,0.250000
2025-11-27 10:48:18 - 316,5.095703,0.093750
2025-11-27 10:48:18 - 317,5.190430,0.093750
2025-11-27 10:48:18 - 318,5.133789,0.093750
2025-11-27 10:48:18 - 319,5.259766,0.156250
2025-11-27 10:48:18 - 320,5.019531,0.125000
2025-11-27 10:48:18 - 321,5.112305,0.062500
2025-11-27 10:48:18 - 322,4.865234,0.250000
2025-11-27 10:48:18 - 323,4.937012,0.125000
2025-11-27 10:48:18 - 324,4.890137,0.187500
2025-11-27 10:48:18 - 325,4.964355,0.250000
2025-11-27 10:48:18 - 326,4.958008,0.250000
2025-11-27 10:48:18 - 327,4.988770,0.156250
2025-11-27 10:48:18 - 328,5.185547,0.062500
2025-11-27 10:48:18 - 329,5.062012,0.156250
2025-11-27 10:48:18 - 330,4.959473,0.125000
2025-11-27 10:48:18 - 331,5.005859,0.156250
2025-11-27 10:48:18 - 332,4.778809,0.218750
2025-11-27 10:48:18 - 333,4.860840,0.125000
2025-11-27 10:48:18 - 334,4.737305,0.125000
2025-11-27 10:48:18 - 335,4.698730,0.281250
2025-11-27 10:48:18 - 336,4.992676,0.187500
2025-11-27 10:48:18 - 337,4.979004,0.187500
2025-11-27 10:48:18 - 338,5.057617,0.093750
2025-11-27 10:48:18 - 339,4.893066,0.187500
2025-11-27 10:48:18 - 340,4.878906,0.156250
2025-11-27 10:48:18 - 341,4.922852,0.187500
2025-11-27 10:48:18 - 342,4.780762,0.281250
2025-11-27 10:48:18 - 343,4.776367,0.312500
2025-11-27 10:48:18 - 344,4.691895,0.156250
2025-11-27 10:48:18 - 345,4.693848,0.250000
